output_name,mut_rate,num_mut_leaves,sample_size,freq_mut_outcome
run1784,0.425,87,100,0.87
run1785,0.425,95,100,0.95
run1786,0.425,100,100,1.0
run1787,0.425,98,100,0.98
run1788,0.425,100,100,1.0
run1789,0.425,100,100,1.0
run178,0.025,15,100,0.15
run1790,0.425,100,100,1.0
run1791,0.425,100,100,1.0
run1792,0.425,91,100,0.91
run1793,0.425,100,100,1.0
run1794,0.425,91,100,0.91
run1795,0.425,100,100,1.0
run1796,0.425,100,100,1.0
run1797,0.425,100,100,1.0
run1798,0.425,100,100,1.0
run1799,0.425,100,100,1.0
run179,0.025,5,100,0.05
run17,0.01,2,100,0.02
run1800,0.45,100,100,1.0
run1801,0.45,100,100,1.0
run1802,0.45,100,100,1.0
run1803,0.45,100,100,1.0
run1804,0.45,96,100,0.96
run1805,0.45,96,100,0.96
run1806,0.45,100,100,1.0
run1807,0.45,89,100,0.89
run1808,0.45,100,100,1.0
run1809,0.45,100,100,1.0
run180,0.025,100,100,1.0
run1810,0.45,99,100,0.99
run1811,0.45,95,100,0.95
run1812,0.45,100,100,1.0
run1813,0.45,100,100,1.0
run1814,0.45,96,100,0.96
run1815,0.45,94,100,0.94
run1816,0.45,96,100,0.96
run1817,0.45,100,100,1.0
run1818,0.45,98,100,0.98
run1819,0.45,99,100,0.99
run181,0.025,36,100,0.36
run1820,0.45,100,100,1.0
run1821,0.45,98,100,0.98
run1822,0.45,94,100,0.94
run1823,0.45,99,100,0.99
run1824,0.45,100,100,1.0
run1825,0.45,99,100,0.99
run1826,0.45,100,100,1.0
run1827,0.45,100,100,1.0
run1828,0.45,100,100,1.0
run1829,0.45,100,100,1.0
run182,0.025,0,100,0.0
run1830,0.45,95,100,0.95
run1831,0.45,100,100,1.0
run1832,0.45,100,100,1.0
run1833,0.45,95,100,0.95
run1834,0.45,96,100,0.96
run1835,0.45,95,100,0.95
run1836,0.45,98,100,0.98
run1837,0.45,100,100,1.0
run1838,0.45,100,100,1.0
run1839,0.45,100,100,1.0
run183,0.025,22,100,0.22
run1840,0.45,100,100,1.0
run1841,0.45,98,100,0.98
run1842,0.45,100,100,1.0
run1843,0.45,100,100,1.0
run1844,0.45,99,100,0.99
run1845,0.45,99,100,0.99
run1846,0.45,96,100,0.96
run1847,0.45,97,100,0.97
run1848,0.45,100,100,1.0
run1849,0.45,99,100,0.99
run184,0.025,100,100,1.0
run1850,0.45,100,100,1.0
run1851,0.45,100,100,1.0
run1852,0.45,100,100,1.0
run1853,0.45,100,100,1.0
run1854,0.45,100,100,1.0
run1855,0.45,100,100,1.0
run1856,0.45,100,100,1.0
run1857,0.45,92,100,0.92
run1858,0.45,100,100,1.0
run1859,0.45,100,100,1.0
run185,0.025,9,100,0.09
run1860,0.45,100,100,1.0
run1861,0.45,100,100,1.0
run1862,0.45,100,100,1.0
run1863,0.45,100,100,1.0
run1864,0.45,94,100,0.94
run1865,0.45,100,100,1.0
run1866,0.45,100,100,1.0
run1867,0.45,99,100,0.99
run1868,0.45,100,100,1.0
run1869,0.45,89,100,0.89
run186,0.025,17,100,0.17
run1870,0.45,100,100,1.0
run1871,0.45,100,100,1.0
run1872,0.45,94,100,0.94
run1873,0.45,89,100,0.89
run1874,0.45,97,100,0.97
run1875,0.45,100,100,1.0
run1876,0.45,98,100,0.98
run1877,0.45,93,100,0.93
run1878,0.45,100,100,1.0
run1879,0.45,100,100,1.0
run187,0.025,24,100,0.24
run1880,0.45,83,100,0.83
run1881,0.45,87,100,0.87
run1882,0.45,100,100,1.0
run1883,0.45,90,100,0.9
run1884,0.45,100,100,1.0
run1885,0.45,100,100,1.0
run1886,0.45,100,100,1.0
run1887,0.45,92,100,0.92
run1888,0.45,98,100,0.98
run1889,0.45,100,100,1.0
run188,0.025,7,100,0.07
run1890,0.45,94,100,0.94
run1891,0.45,100,100,1.0
run1892,0.45,100,100,1.0
run1893,0.45,100,100,1.0
run1894,0.45,100,100,1.0
run1895,0.45,100,100,1.0
run1896,0.45,100,100,1.0
run1897,0.45,100,100,1.0
run1898,0.45,100,100,1.0
run1899,0.45,96,100,0.96
run189,0.025,5,100,0.05
run18,0.01,3,100,0.03
run1900,0.475,100,100,1.0
run1901,0.475,96,100,0.96
run1902,0.475,100,100,1.0
run1903,0.475,97,100,0.97
run1904,0.475,99,100,0.99
run1905,0.475,100,100,1.0
run1906,0.475,90,100,0.9
run1907,0.475,100,100,1.0
run1908,0.475,100,100,1.0
run1909,0.475,98,100,0.98
run190,0.025,5,100,0.05
run1910,0.475,92,100,0.92
run1911,0.475,96,100,0.96
run1912,0.475,100,100,1.0
run1913,0.475,97,100,0.97
run1914,0.475,100,100,1.0
run1915,0.475,100,100,1.0
run1916,0.475,100,100,1.0
run1917,0.475,96,100,0.96
run1918,0.475,100,100,1.0
run1919,0.475,100,100,1.0
run191,0.025,7,100,0.07
run1920,0.475,93,100,0.93
run1921,0.475,100,100,1.0
run1922,0.475,100,100,1.0
run1923,0.475,100,100,1.0
run1924,0.475,100,100,1.0
run1925,0.475,97,100,0.97
run1926,0.475,100,100,1.0
run1927,0.475,100,100,1.0
run1928,0.475,95,100,0.95
run1929,0.475,100,100,1.0
run192,0.025,10,100,0.1
run1930,0.475,93,100,0.93
run1931,0.475,100,100,1.0
run1932,0.475,100,100,1.0
run1933,0.475,100,100,1.0
run1934,0.475,94,100,0.94
run1935,0.475,100,100,1.0
run1936,0.475,100,100,1.0
run1937,0.475,94,100,0.94
run1938,0.475,100,100,1.0
run1939,0.475,100,100,1.0
run193,0.025,17,100,0.17
run1940,0.475,100,100,1.0
run1941,0.475,100,100,1.0
run1942,0.475,100,100,1.0
run1943,0.475,96,100,0.96
run1944,0.475,100,100,1.0
run1945,0.475,100,100,1.0
run1946,0.475,97,100,0.97
run1947,0.475,97,100,0.97
run1948,0.475,100,100,1.0
run1949,0.475,99,100,0.99
run194,0.025,37,100,0.37
run1950,0.475,99,100,0.99
run1951,0.475,100,100,1.0
run1952,0.475,100,100,1.0
run1953,0.475,100,100,1.0
run1954,0.475,100,100,1.0
run1955,0.475,100,100,1.0
run1956,0.475,100,100,1.0
run1957,0.475,100,100,1.0
run1958,0.475,99,100,0.99
run1959,0.475,100,100,1.0
run195,0.025,4,100,0.04
run1960,0.475,98,100,0.98
run1961,0.475,100,100,1.0
run1962,0.475,100,100,1.0
run1963,0.475,100,100,1.0
run1964,0.475,99,100,0.99
run1965,0.475,100,100,1.0
run1966,0.475,100,100,1.0
run1967,0.475,88,100,0.88
run1968,0.475,98,100,0.98
run1969,0.475,93,100,0.93
run196,0.025,40,100,0.4
run1970,0.475,100,100,1.0
run1971,0.475,100,100,1.0
run1972,0.475,100,100,1.0
run1973,0.475,100,100,1.0
run1974,0.475,98,100,0.98
run1975,0.475,100,100,1.0
run1976,0.475,91,100,0.91
run1977,0.475,100,100,1.0
run1978,0.475,100,100,1.0
run1979,0.475,100,100,1.0
run197,0.025,27,100,0.27
run1980,0.475,95,100,0.95
run1981,0.475,98,100,0.98
run1982,0.475,100,100,1.0
run1983,0.475,98,100,0.98
run1984,0.475,100,100,1.0
run1985,0.475,100,100,1.0
run1986,0.475,100,100,1.0
run1987,0.475,100,100,1.0
run1988,0.475,100,100,1.0
run1989,0.475,100,100,1.0
run198,0.025,0,100,0.0
run1990,0.475,100,100,1.0
run1991,0.475,97,100,0.97
run1992,0.475,97,100,0.97
run1993,0.475,100,100,1.0
run1994,0.475,100,100,1.0
run1995,0.475,95,100,0.95
run1996,0.475,95,100,0.95
run1997,0.475,100,100,1.0
run1998,0.475,100,100,1.0
run1999,0.475,100,100,1.0
run199,0.025,7,100,0.07
run19,0.01,2,100,0.02
run1,0.01,2,100,0.02
run2000,0.5,100,100,1.0
run2001,0.5,100,100,1.0
run2002,0.5,97,100,0.97
run2003,0.5,95,100,0.95
run2004,0.5,100,100,1.0
run2005,0.5,100,100,1.0
run2006,0.5,95,100,0.95
run2007,0.5,100,100,1.0
run2008,0.5,100,100,1.0
run2009,0.5,100,100,1.0
run200,0.05,24,100,0.24
run2010,0.5,100,100,1.0
run2011,0.5,100,100,1.0
run2012,0.5,100,100,1.0
run2013,0.5,100,100,1.0
run2014,0.5,100,100,1.0
run2015,0.5,100,100,1.0
run2016,0.5,100,100,1.0
run2017,0.5,100,100,1.0
run2018,0.5,94,100,0.94
run2019,0.5,100,100,1.0
run201,0.05,34,100,0.34
run2020,0.5,100,100,1.0
run2021,0.5,97,100,0.97
run2022,0.5,100,100,1.0
run2023,0.5,100,100,1.0
run2024,0.5,100,100,1.0
run2025,0.5,100,100,1.0
run2026,0.5,95,100,0.95
run2027,0.5,84,100,0.84
run2028,0.5,100,100,1.0
run2029,0.5,100,100,1.0
run202,0.05,49,100,0.49
run2030,0.5,100,100,1.0
run2031,0.5,100,100,1.0
run2032,0.5,100,100,1.0
run2033,0.5,100,100,1.0
run2034,0.5,100,100,1.0
run2035,0.5,100,100,1.0
run2036,0.5,100,100,1.0
run2037,0.5,96,100,0.96
run2038,0.5,98,100,0.98
run2039,0.5,100,100,1.0
run203,0.05,22,100,0.22
run2040,0.5,100,100,1.0
run2041,0.5,100,100,1.0
run2042,0.5,100,100,1.0
run2043,0.5,93,100,0.93
run2044,0.5,100,100,1.0
run2045,0.5,94,100,0.94
run2046,0.5,100,100,1.0
run2047,0.5,100,100,1.0
run2048,0.5,94,100,0.94
run2049,0.5,95,100,0.95
run204,0.05,33,100,0.33
run2050,0.5,97,100,0.97
run2051,0.5,98,100,0.98
run2052,0.5,100,100,1.0
run2053,0.5,100,100,1.0
run2054,0.5,99,100,0.99
run2055,0.5,95,100,0.95
run2056,0.5,100,100,1.0
run2057,0.5,100,100,1.0
run2058,0.5,99,100,0.99
run2059,0.5,100,100,1.0
run205,0.05,57,100,0.57
run2060,0.5,98,100,0.98
run2061,0.5,99,100,0.99
run2062,0.5,100,100,1.0
run2063,0.5,100,100,1.0
run2064,0.5,100,100,1.0
run2065,0.5,100,100,1.0
run2066,0.5,100,100,1.0
run2067,0.5,100,100,1.0
run2068,0.5,100,100,1.0
run2069,0.5,98,100,0.98
run206,0.05,13,100,0.13
run2070,0.5,94,100,0.94
run2071,0.5,98,100,0.98
run2072,0.5,99,100,0.99
run2073,0.5,95,100,0.95
run2074,0.5,100,100,1.0
run2075,0.5,96,100,0.96
run2076,0.5,92,100,0.92
run2077,0.5,100,100,1.0
run2078,0.5,100,100,1.0
run2079,0.5,100,100,1.0
run207,0.05,32,100,0.32
run2080,0.5,100,100,1.0
run2081,0.5,98,100,0.98
run2082,0.5,100,100,1.0
run2083,0.5,98,100,0.98
run2084,0.5,100,100,1.0
run2085,0.5,100,100,1.0
run2086,0.5,92,100,0.92
run2087,0.5,100,100,1.0
run2088,0.5,100,100,1.0
run2089,0.5,100,100,1.0
run208,0.05,22,100,0.22
run2090,0.5,99,100,0.99
run2091,0.5,100,100,1.0
run2092,0.5,98,100,0.98
run2093,0.5,100,100,1.0
run2094,0.5,100,100,1.0
run2095,0.5,92,100,0.92
run2096,0.5,98,100,0.98
run2097,0.5,100,100,1.0
run2098,0.5,98,100,0.98
run2099,0.5,100,100,1.0
run209,0.05,25,100,0.25
run20,0.01,2,100,0.02
run210,0.05,12,100,0.12
run211,0.05,17,100,0.17
run212,0.05,35,100,0.35
run213,0.05,14,100,0.14
run214,0.05,14,100,0.14
run215,0.05,45,100,0.45
run216,0.05,7,100,0.07
run217,0.05,35,100,0.35
run218,0.05,84,100,0.84
run219,0.05,77,100,0.77
run21,0.01,2,100,0.02
run220,0.05,13,100,0.13
run221,0.05,15,100,0.15
run222,0.05,53,100,0.53
run223,0.05,7,100,0.07
run224,0.05,100,100,1.0
run225,0.05,100,100,1.0
run226,0.05,76,100,0.76
run227,0.05,16,100,0.16
run228,0.05,8,100,0.08
run229,0.05,48,100,0.48
run22,0.01,2,100,0.02
run230,0.05,19,100,0.19
run231,0.05,15,100,0.15
run232,0.05,14,100,0.14
run233,0.05,6,100,0.06
run234,0.05,6,100,0.06
run235,0.05,8,100,0.08
run236,0.05,23,100,0.23
run237,0.05,14,100,0.14
run238,0.05,71,100,0.71
run239,0.05,8,100,0.08
run23,0.01,2,100,0.02
run240,0.05,69,100,0.69
run241,0.05,6,100,0.06
run242,0.05,18,100,0.18
run243,0.05,26,100,0.26
run244,0.05,56,100,0.56
run245,0.05,42,100,0.42
run246,0.05,24,100,0.24
run247,0.05,86,100,0.86
run248,0.05,56,100,0.56
run249,0.05,19,100,0.19
run24,0.01,60,100,0.6
run250,0.05,53,100,0.53
run251,0.05,28,100,0.28
run252,0.05,17,100,0.17
run253,0.05,94,100,0.94
run254,0.05,47,100,0.47
run255,0.05,8,100,0.08
run256,0.05,9,100,0.09
run257,0.05,12,100,0.12
run258,0.05,20,100,0.2
run259,0.05,41,100,0.41
run25,0.01,3,100,0.03
run260,0.05,41,100,0.41
run261,0.05,14,100,0.14
run262,0.05,4,100,0.04
run263,0.05,26,100,0.26
run264,0.05,65,100,0.65
run265,0.05,36,100,0.36
run266,0.05,95,100,0.95
run267,0.05,98,100,0.98
run268,0.05,33,100,0.33
run269,0.05,29,100,0.29
run26,0.01,2,100,0.02
run270,0.05,7,100,0.07
run271,0.05,31,100,0.31
run272,0.05,20,100,0.2
run273,0.05,8,100,0.08
run274,0.05,45,100,0.45
run275,0.05,35,100,0.35
run276,0.05,9,100,0.09
run277,0.05,59,100,0.59
run278,0.05,19,100,0.19
run279,0.05,57,100,0.57
run27,0.01,2,100,0.02
run280,0.05,41,100,0.41
run281,0.05,61,100,0.61
run282,0.05,18,100,0.18
run283,0.05,55,100,0.55
run284,0.05,65,100,0.65
run285,0.05,4,100,0.04
run286,0.05,19,100,0.19
run287,0.05,100,100,1.0
run288,0.05,4,100,0.04
run289,0.05,43,100,0.43
run28,0.01,7,100,0.07
run290,0.05,56,100,0.56
run291,0.05,26,100,0.26
run292,0.05,27,100,0.27
run293,0.05,11,100,0.11
run294,0.05,54,100,0.54
run295,0.05,60,100,0.6
run296,0.05,36,100,0.36
run297,0.05,30,100,0.3
run298,0.05,52,100,0.52
run299,0.05,2,100,0.02
run29,0.01,3,100,0.03
run2,0.01,9,100,0.09
run300,0.075,17,100,0.17
run301,0.075,51,100,0.51
run302,0.075,46,100,0.46
run303,0.075,33,100,0.33
run304,0.075,45,100,0.45
run305,0.075,38,100,0.38
run306,0.075,53,100,0.53
run307,0.075,40,100,0.4
run308,0.075,41,100,0.41
run309,0.075,52,100,0.52
run30,0.01,0,100,0.0
run310,0.075,87,100,0.87
run311,0.075,31,100,0.31
run312,0.075,13,100,0.13
run313,0.075,81,100,0.81
run314,0.075,42,100,0.42
run315,0.075,36,100,0.36
run316,0.075,27,100,0.27
run317,0.075,61,100,0.61
run318,0.075,30,100,0.3
run319,0.075,25,100,0.25
run31,0.01,12,100,0.12
run320,0.075,100,100,1.0
run321,0.075,19,100,0.19
run322,0.075,62,100,0.62
run323,0.075,48,100,0.48
run324,0.075,40,100,0.4
run325,0.075,34,100,0.34
run326,0.075,48,100,0.48
run327,0.075,42,100,0.42
run328,0.075,100,100,1.0
run329,0.075,68,100,0.68
run32,0.01,0,100,0.0
run330,0.075,99,100,0.99
run331,0.075,78,100,0.78
run332,0.075,53,100,0.53
run333,0.075,54,100,0.54
run334,0.075,57,100,0.57
run335,0.075,46,100,0.46
run336,0.075,95,100,0.95
run337,0.075,63,100,0.63
run338,0.075,98,100,0.98
run339,0.075,67,100,0.67
run33,0.01,0,100,0.0
run340,0.075,11,100,0.11
run341,0.075,93,100,0.93
run342,0.075,41,100,0.41
run343,0.075,45,100,0.45
run344,0.075,100,100,1.0
run345,0.075,100,100,1.0
run346,0.075,90,100,0.9
run347,0.075,70,100,0.7
run348,0.075,96,100,0.96
run349,0.075,90,100,0.9
run34,0.01,2,100,0.02
run350,0.075,22,100,0.22
run351,0.075,100,100,1.0
run352,0.075,84,100,0.84
run353,0.075,65,100,0.65
run354,0.075,55,100,0.55
run355,0.075,46,100,0.46
run356,0.075,50,100,0.5
run357,0.075,46,100,0.46
run358,0.075,25,100,0.25
run359,0.075,63,100,0.63
run35,0.01,9,100,0.09
run360,0.075,30,100,0.3
run361,0.075,87,100,0.87
run362,0.075,15,100,0.15
run363,0.075,28,100,0.28
run364,0.075,62,100,0.62
run365,0.075,15,100,0.15
run366,0.075,43,100,0.43
run367,0.075,94,100,0.94
run368,0.075,12,100,0.12
run369,0.075,24,100,0.24
run36,0.01,18,100,0.18
run370,0.075,100,100,1.0
run371,0.075,74,100,0.74
run372,0.075,51,100,0.51
run373,0.075,37,100,0.37
run374,0.075,100,100,1.0
run375,0.075,22,100,0.22
run376,0.075,27,100,0.27
run377,0.075,32,100,0.32
run378,0.075,100,100,1.0
run379,0.075,56,100,0.56
run37,0.01,3,100,0.03
run380,0.075,100,100,1.0
run381,0.075,55,100,0.55
run382,0.075,42,100,0.42
run383,0.075,58,100,0.58
run384,0.075,46,100,0.46
run385,0.075,100,100,1.0
run386,0.075,39,100,0.39
run387,0.075,17,100,0.17
run388,0.075,77,100,0.77
run389,0.075,35,100,0.35
run38,0.01,0,100,0.0
run390,0.075,19,100,0.19
run391,0.075,46,100,0.46
run392,0.075,50,100,0.5
run393,0.075,68,100,0.68
run394,0.075,45,100,0.45
run395,0.075,36,100,0.36
run396,0.075,54,100,0.54
run397,0.075,39,100,0.39
run398,0.075,67,100,0.67
run399,0.075,84,100,0.84
run39,0.01,16,100,0.16
run3,0.01,0,100,0.0
run400,0.1,100,100,1.0
run401,0.1,44,100,0.44
run402,0.1,44,100,0.44
run403,0.1,58,100,0.58
run404,0.1,37,100,0.37
run405,0.1,100,100,1.0
run406,0.1,34,100,0.34
run407,0.1,82,100,0.82
run408,0.1,29,100,0.29
run409,0.1,69,100,0.69
run40,0.01,5,100,0.05
run410,0.1,46,100,0.46
run411,0.1,68,100,0.68
run412,0.1,55,100,0.55
run413,0.1,34,100,0.34
run414,0.1,100,100,1.0
run415,0.1,59,100,0.59
run416,0.1,39,100,0.39
run417,0.1,100,100,1.0
run418,0.1,54,100,0.54
run419,0.1,27,100,0.27
run41,0.01,0,100,0.0
run420,0.1,70,100,0.7
run421,0.1,100,100,1.0
run422,0.1,49,100,0.49
run423,0.1,27,100,0.27
run424,0.1,53,100,0.53
run425,0.1,36,100,0.36
run426,0.1,66,100,0.66
run427,0.1,100,100,1.0
run428,0.1,42,100,0.42
run429,0.1,73,100,0.73
run42,0.01,0,100,0.0
run430,0.1,67,100,0.67
run431,0.1,86,100,0.86
run432,0.1,30,100,0.3
run433,0.1,44,100,0.44
run434,0.1,67,100,0.67
run435,0.1,42,100,0.42
run436,0.1,34,100,0.34
run437,0.1,21,100,0.21
run438,0.1,38,100,0.38
run439,0.1,87,100,0.87
run43,0.01,13,100,0.13
run440,0.1,14,100,0.14
run441,0.1,100,100,1.0
run442,0.1,51,100,0.51
run443,0.1,56,100,0.56
run444,0.1,34,100,0.34
run445,0.1,63,100,0.63
run446,0.1,63,100,0.63
run447,0.1,68,100,0.68
run448,0.1,40,100,0.4
run449,0.1,15,100,0.15
run44,0.01,2,100,0.02
run450,0.1,46,100,0.46
run451,0.1,75,100,0.75
run452,0.1,100,100,1.0
run453,0.1,55,100,0.55
run454,0.1,44,100,0.44
run455,0.1,67,100,0.67
run456,0.1,62,100,0.62
run457,0.1,100,100,1.0
run458,0.1,100,100,1.0
run459,0.1,66,100,0.66
run45,0.01,10,100,0.1
run460,0.1,13,100,0.13
run461,0.1,54,100,0.54
run462,0.1,56,100,0.56
run463,0.1,61,100,0.61
run464,0.1,31,100,0.31
run465,0.1,15,100,0.15
run466,0.1,50,100,0.5
run467,0.1,100,100,1.0
run468,0.1,39,100,0.39
run469,0.1,27,100,0.27
run46,0.01,100,100,1.0
run470,0.1,25,100,0.25
run471,0.1,59,100,0.59
run472,0.1,49,100,0.49
run473,0.1,60,100,0.6
run474,0.1,66,100,0.66
run475,0.1,38,100,0.38
run476,0.1,80,100,0.8
run477,0.1,100,100,1.0
run478,0.1,31,100,0.31
run479,0.1,58,100,0.58
run47,0.01,37,100,0.37
run480,0.1,33,100,0.33
run481,0.1,82,100,0.82
run482,0.1,52,100,0.52
run483,0.1,96,100,0.96
run484,0.1,44,100,0.44
run485,0.1,51,100,0.51
run486,0.1,89,100,0.89
run487,0.1,78,100,0.78
run488,0.1,18,100,0.18
run489,0.1,61,100,0.61
run48,0.01,2,100,0.02
run490,0.1,32,100,0.32
run491,0.1,49,100,0.49
run492,0.1,50,100,0.5
run493,0.1,84,100,0.84
run494,0.1,40,100,0.4
run495,0.1,94,100,0.94
run496,0.1,44,100,0.44
run497,0.1,28,100,0.28
run498,0.1,86,100,0.86
run499,0.1,55,100,0.55
run49,0.01,0,100,0.0
run4,0.01,3,100,0.03
run500,0.125,73,100,0.73
run501,0.125,77,100,0.77
run502,0.125,88,100,0.88
run503,0.125,94,100,0.94
run504,0.125,100,100,1.0
run505,0.125,97,100,0.97
run506,0.125,67,100,0.67
run507,0.125,85,100,0.85
run508,0.125,34,100,0.34
run509,0.125,93,100,0.93
run50,0.01,0,100,0.0
run510,0.125,14,100,0.14
run511,0.125,51,100,0.51
run512,0.125,60,100,0.6
run513,0.125,100,100,1.0
run514,0.125,80,100,0.8
run515,0.125,45,100,0.45
run516,0.125,96,100,0.96
run517,0.125,89,100,0.89
run518,0.125,100,100,1.0
run519,0.125,45,100,0.45
run51,0.01,11,100,0.11
run520,0.125,95,100,0.95
run521,0.125,44,100,0.44
run522,0.125,77,100,0.77
run523,0.125,100,100,1.0
run524,0.125,52,100,0.52
run525,0.125,100,100,1.0
run526,0.125,65,100,0.65
run527,0.125,78,100,0.78
run528,0.125,64,100,0.64
run529,0.125,68,100,0.68
run52,0.01,0,100,0.0
run530,0.125,46,100,0.46
run531,0.125,44,100,0.44
run532,0.125,59,100,0.59
run533,0.125,98,100,0.98
run534,0.125,92,100,0.92
run535,0.125,26,100,0.26
run536,0.125,100,100,1.0
run537,0.125,67,100,0.67
run538,0.125,86,100,0.86
run539,0.125,36,100,0.36
run53,0.01,3,100,0.03
run540,0.125,62,100,0.62
run541,0.125,95,100,0.95
run542,0.125,61,100,0.61
run543,0.125,66,100,0.66
run544,0.125,64,100,0.64
run545,0.125,66,100,0.66
run546,0.125,76,100,0.76
run547,0.125,46,100,0.46
run548,0.125,53,100,0.53
run549,0.125,66,100,0.66
run54,0.01,0,100,0.0
run550,0.125,44,100,0.44
run551,0.125,38,100,0.38
run552,0.125,87,100,0.87
run553,0.125,57,100,0.57
run554,0.125,100,100,1.0
run555,0.125,26,100,0.26
run556,0.125,33,100,0.33
run557,0.125,39,100,0.39
run558,0.125,29,100,0.29
run559,0.125,100,100,1.0
run55,0.01,4,100,0.04
run560,0.125,44,100,0.44
run561,0.125,73,100,0.73
run562,0.125,48,100,0.48
run563,0.125,100,100,1.0
run564,0.125,71,100,0.71
run565,0.125,46,100,0.46
run566,0.125,100,100,1.0
run567,0.125,95,100,0.95
run568,0.125,61,100,0.61
run569,0.125,83,100,0.83
run56,0.01,0,100,0.0
run570,0.125,35,100,0.35
run571,0.125,32,100,0.32
run572,0.125,70,100,0.7
run573,0.125,32,100,0.32
run574,0.125,64,100,0.64
run575,0.125,100,100,1.0
run576,0.125,50,100,0.5
run577,0.125,32,100,0.32
run578,0.125,58,100,0.58
run579,0.125,25,100,0.25
run57,0.01,4,100,0.04
run580,0.125,60,100,0.6
run581,0.125,49,100,0.49
run582,0.125,62,100,0.62
run583,0.125,50,100,0.5
run584,0.125,43,100,0.43
run585,0.125,29,100,0.29
run586,0.125,58,100,0.58
run587,0.125,48,100,0.48
run588,0.125,78,100,0.78
run589,0.125,38,100,0.38
run58,0.01,4,100,0.04
run590,0.125,39,100,0.39
run591,0.125,56,100,0.56
run592,0.125,38,100,0.38
run593,0.125,100,100,1.0
run594,0.125,42,100,0.42
run595,0.125,86,100,0.86
run596,0.125,63,100,0.63
run597,0.125,52,100,0.52
run598,0.125,75,100,0.75
run599,0.125,70,100,0.7
run59,0.01,0,100,0.0
run5,0.01,26,100,0.26
run600,0.15,89,100,0.89
run601,0.15,51,100,0.51
run602,0.15,56,100,0.56
run603,0.15,71,100,0.71
run604,0.15,65,100,0.65
run605,0.15,86,100,0.86
run606,0.15,66,100,0.66
run607,0.15,72,100,0.72
run608,0.15,35,100,0.35
run609,0.15,86,100,0.86
run60,0.01,2,100,0.02
run610,0.15,59,100,0.59
run611,0.15,75,100,0.75
run612,0.15,51,100,0.51
run613,0.15,59,100,0.59
run614,0.15,63,100,0.63
run615,0.15,65,100,0.65
run616,0.15,77,100,0.77
run617,0.15,87,100,0.87
run618,0.15,79,100,0.79
run619,0.15,45,100,0.45
run61,0.01,2,100,0.02
run620,0.15,93,100,0.93
run621,0.15,57,100,0.57
run622,0.15,42,100,0.42
run623,0.15,63,100,0.63
run624,0.15,81,100,0.81
run625,0.15,69,100,0.69
run626,0.15,87,100,0.87
run627,0.15,80,100,0.8
run628,0.15,100,100,1.0
run629,0.15,100,100,1.0
run62,0.01,0,100,0.0
run630,0.15,100,100,1.0
run631,0.15,80,100,0.8
run632,0.15,82,100,0.82
run633,0.15,78,100,0.78
run634,0.15,83,100,0.83
run635,0.15,16,100,0.16
run636,0.15,51,100,0.51
run637,0.15,56,100,0.56
run638,0.15,47,100,0.47
run639,0.15,64,100,0.64
run63,0.01,2,100,0.02
run640,0.15,47,100,0.47
run641,0.15,51,100,0.51
run642,0.15,49,100,0.49
run643,0.15,71,100,0.71
run644,0.15,90,100,0.9
run645,0.15,76,100,0.76
run646,0.15,98,100,0.98
run647,0.15,76,100,0.76
run648,0.15,100,100,1.0
run649,0.15,100,100,1.0
run64,0.01,3,100,0.03
run650,0.15,33,100,0.33
run651,0.15,71,100,0.71
run652,0.15,91,100,0.91
run653,0.15,58,100,0.58
run654,0.15,100,100,1.0
run655,0.15,73,100,0.73
run656,0.15,55,100,0.55
run657,0.15,83,100,0.83
run658,0.15,91,100,0.91
run659,0.15,76,100,0.76
run65,0.01,0,100,0.0
run660,0.15,74,100,0.74
run661,0.15,100,100,1.0
run662,0.15,92,100,0.92
run663,0.15,48,100,0.48
run664,0.15,100,100,1.0
run665,0.15,45,100,0.45
run666,0.15,64,100,0.64
run667,0.15,100,100,1.0
run668,0.15,47,100,0.47
run669,0.15,95,100,0.95
run66,0.01,6,100,0.06
run670,0.15,100,100,1.0
run671,0.15,76,100,0.76
run672,0.15,41,100,0.41
run673,0.15,100,100,1.0
run674,0.15,73,100,0.73
run675,0.15,75,100,0.75
run676,0.15,65,100,0.65
run677,0.15,76,100,0.76
run678,0.15,90,100,0.9
run679,0.15,58,100,0.58
run67,0.01,0,100,0.0
run680,0.15,100,100,1.0
run681,0.15,55,100,0.55
run682,0.15,100,100,1.0
run683,0.15,91,100,0.91
run684,0.15,96,100,0.96
run685,0.15,66,100,0.66
run686,0.15,100,100,1.0
run687,0.15,93,100,0.93
run688,0.15,83,100,0.83
run689,0.15,64,100,0.64
run68,0.01,0,100,0.0
run690,0.15,43,100,0.43
run691,0.15,77,100,0.77
run692,0.15,61,100,0.61
run693,0.15,100,100,1.0
run694,0.15,46,100,0.46
run695,0.15,94,100,0.94
run696,0.15,72,100,0.72
run697,0.15,69,100,0.69
run698,0.15,81,100,0.81
run699,0.15,82,100,0.82
run69,0.01,100,100,1.0
run6,0.01,16,100,0.16
run700,0.175,90,100,0.9
run701,0.175,70,100,0.7
run702,0.175,42,100,0.42
run703,0.175,53,100,0.53
run704,0.175,70,100,0.7
run705,0.175,73,100,0.73
run706,0.175,100,100,1.0
run707,0.175,100,100,1.0
run708,0.175,69,100,0.69
run709,0.175,64,100,0.64
run70,0.01,52,100,0.52
run710,0.175,99,100,0.99
run711,0.175,62,100,0.62
