output_name,mut_rate,num_mut_leaves,sample_size,freq_mut_outcome
run712,0.175,79,100,0.79
run713,0.175,95,100,0.95
run714,0.175,61,100,0.61
run715,0.175,99,100,0.99
run716,0.175,100,100,1.0
run717,0.175,54,100,0.54
run718,0.175,70,100,0.7
run719,0.175,100,100,1.0
run71,0.01,6,100,0.06
run720,0.175,76,100,0.76
run721,0.175,64,100,0.64
run722,0.175,75,100,0.75
run723,0.175,91,100,0.91
run724,0.175,100,100,1.0
run725,0.175,74,100,0.74
run726,0.175,68,100,0.68
run727,0.175,88,100,0.88
run728,0.175,82,100,0.82
run729,0.175,77,100,0.77
run72,0.01,2,100,0.02
run730,0.175,93,100,0.93
run731,0.175,89,100,0.89
run732,0.175,40,100,0.4
run733,0.175,79,100,0.79
run734,0.175,75,100,0.75
run735,0.175,78,100,0.78
run736,0.175,89,100,0.89
run737,0.175,72,100,0.72
run738,0.175,100,100,1.0
run739,0.175,59,100,0.59
run73,0.01,0,100,0.0
run740,0.175,99,100,0.99
run741,0.175,69,100,0.69
run742,0.175,93,100,0.93
run743,0.175,59,100,0.59
run744,0.175,75,100,0.75
run745,0.175,100,100,1.0
run746,0.175,83,100,0.83
run747,0.175,100,100,1.0
run748,0.175,59,100,0.59
run749,0.175,62,100,0.62
run74,0.01,25,100,0.25
run750,0.175,38,100,0.38
run751,0.175,81,100,0.81
run752,0.175,100,100,1.0
run753,0.175,70,100,0.7
run754,0.175,57,100,0.57
run755,0.175,88,100,0.88
run756,0.175,51,100,0.51
run757,0.175,100,100,1.0
run758,0.175,85,100,0.85
run759,0.175,65,100,0.65
run75,0.01,2,100,0.02
run760,0.175,79,100,0.79
run761,0.175,73,100,0.73
run762,0.175,93,100,0.93
run763,0.175,61,100,0.61
run764,0.175,73,100,0.73
run765,0.175,100,100,1.0
run766,0.175,100,100,1.0
run767,0.175,90,100,0.9
run768,0.175,82,100,0.82
run769,0.175,69,100,0.69
run76,0.01,0,100,0.0
run770,0.175,59,100,0.59
run771,0.175,71,100,0.71
run772,0.175,84,100,0.84
run773,0.175,66,100,0.66
run774,0.175,94,100,0.94
run775,0.175,78,100,0.78
run776,0.175,95,100,0.95
run777,0.175,70,100,0.7
run778,0.175,100,100,1.0
run779,0.175,51,100,0.51
run77,0.01,26,100,0.26
run780,0.175,100,100,1.0
run781,0.175,83,100,0.83
run782,0.175,24,100,0.24
run783,0.175,100,100,1.0
run784,0.175,72,100,0.72
run785,0.175,100,100,1.0
run786,0.175,100,100,1.0
run787,0.175,79,100,0.79
run788,0.175,100,100,1.0
run789,0.175,69,100,0.69
run78,0.01,0,100,0.0
run790,0.175,70,100,0.7
run791,0.175,93,100,0.93
run792,0.175,92,100,0.92
run793,0.175,79,100,0.79
run794,0.175,85,100,0.85
run795,0.175,55,100,0.55
run796,0.175,67,100,0.67
run797,0.175,80,100,0.8
run798,0.175,53,100,0.53
run799,0.175,100,100,1.0
run79,0.01,0,100,0.0
run7,0.01,8,100,0.08
run800,0.2,65,100,0.65
run801,0.2,100,100,1.0
run802,0.2,87,100,0.87
run803,0.2,60,100,0.6
run804,0.2,100,100,1.0
run805,0.2,79,100,0.79
run806,0.2,100,100,1.0
run807,0.2,97,100,0.97
run808,0.2,88,100,0.88
run809,0.2,89,100,0.89
run80,0.01,71,100,0.71
run810,0.2,100,100,1.0
run811,0.2,57,100,0.57
run812,0.2,78,100,0.78
run813,0.2,95,100,0.95
run814,0.2,65,100,0.65
run815,0.2,88,100,0.88
run816,0.2,75,100,0.75
run817,0.2,77,100,0.77
run818,0.2,81,100,0.81
run819,0.2,75,100,0.75
run81,0.01,0,100,0.0
run820,0.2,77,100,0.77
run821,0.2,62,100,0.62
run822,0.2,72,100,0.72
run823,0.2,95,100,0.95
run824,0.2,100,100,1.0
run825,0.2,92,100,0.92
run826,0.2,97,100,0.97
run827,0.2,61,100,0.61
run828,0.2,70,100,0.7
run829,0.2,76,100,0.76
run82,0.01,0,100,0.0
run830,0.2,70,100,0.7
run831,0.2,82,100,0.82
run832,0.2,82,100,0.82
run833,0.2,71,100,0.71
run834,0.2,57,100,0.57
run835,0.2,66,100,0.66
run836,0.2,97,100,0.97
run837,0.2,100,100,1.0
run838,0.2,60,100,0.6
run839,0.2,76,100,0.76
run83,0.01,8,100,0.08
run840,0.2,76,100,0.76
run841,0.2,72,100,0.72
run842,0.2,73,100,0.73
run843,0.2,86,100,0.86
run844,0.2,92,100,0.92
run845,0.2,53,100,0.53
run846,0.2,43,100,0.43
run847,0.2,79,100,0.79
run848,0.2,88,100,0.88
run849,0.2,95,100,0.95
run84,0.01,0,100,0.0
run850,0.2,86,100,0.86
run851,0.2,71,100,0.71
run852,0.2,56,100,0.56
run853,0.2,100,100,1.0
run854,0.2,90,100,0.9
run855,0.2,82,100,0.82
run856,0.2,86,100,0.86
run857,0.2,43,100,0.43
run858,0.2,100,100,1.0
run859,0.2,92,100,0.92
run85,0.01,5,100,0.05
run860,0.2,63,100,0.63
run861,0.2,77,100,0.77
run862,0.2,82,100,0.82
run863,0.2,100,100,1.0
run864,0.2,91,100,0.91
run865,0.2,98,100,0.98
run866,0.2,95,100,0.95
run867,0.2,71,100,0.71
run868,0.2,76,100,0.76
run869,0.2,88,100,0.88
run86,0.01,4,100,0.04
run870,0.2,100,100,1.0
run871,0.2,63,100,0.63
run872,0.2,70,100,0.7
run873,0.2,84,100,0.84
run874,0.2,91,100,0.91
run875,0.2,76,100,0.76
run876,0.2,79,100,0.79
run877,0.2,82,100,0.82
run878,0.2,42,100,0.42
run879,0.2,100,100,1.0
run87,0.01,0,100,0.0
run880,0.2,76,100,0.76
run881,0.2,79,100,0.79
run882,0.2,43,100,0.43
run883,0.2,93,100,0.93
run884,0.2,100,100,1.0
run885,0.2,66,100,0.66
run886,0.2,71,100,0.71
run887,0.2,100,100,1.0
run888,0.2,100,100,1.0
run889,0.2,77,100,0.77
run88,0.01,0,100,0.0
run890,0.2,85,100,0.85
run891,0.2,100,100,1.0
run892,0.2,90,100,0.9
run893,0.2,69,100,0.69
run894,0.2,62,100,0.62
run895,0.2,67,100,0.67
run896,0.2,72,100,0.72
run897,0.2,82,100,0.82
run898,0.2,100,100,1.0
run899,0.2,94,100,0.94
run89,0.01,2,100,0.02
run8,0.01,0,100,0.0
run900,0.225,96,100,0.96
run901,0.225,93,100,0.93
run902,0.225,71,100,0.71
run903,0.225,79,100,0.79
run904,0.225,100,100,1.0
run905,0.225,89,100,0.89
run906,0.225,65,100,0.65
run907,0.225,87,100,0.87
run908,0.225,84,100,0.84
run909,0.225,87,100,0.87
run90,0.01,0,100,0.0
run910,0.225,69,100,0.69
run911,0.225,100,100,1.0
run912,0.225,93,100,0.93
run913,0.225,95,100,0.95
run914,0.225,100,100,1.0
run915,0.225,100,100,1.0
run916,0.225,78,100,0.78
run917,0.225,100,100,1.0
run918,0.225,100,100,1.0
run919,0.225,91,100,0.91
run91,0.01,4,100,0.04
run920,0.225,96,100,0.96
run921,0.225,89,100,0.89
run922,0.225,74,100,0.74
run923,0.225,76,100,0.76
run924,0.225,77,100,0.77
run925,0.225,67,100,0.67
run926,0.225,72,100,0.72
run927,0.225,100,100,1.0
run928,0.225,88,100,0.88
run929,0.225,91,100,0.91
run92,0.01,2,100,0.02
run930,0.225,78,100,0.78
run931,0.225,94,100,0.94
run932,0.225,73,100,0.73
run933,0.225,100,100,1.0
run934,0.225,86,100,0.86
run935,0.225,87,100,0.87
run936,0.225,90,100,0.9
run937,0.225,92,100,0.92
run938,0.225,79,100,0.79
run939,0.225,85,100,0.85
run93,0.01,0,100,0.0
run940,0.225,99,100,0.99
run941,0.225,82,100,0.82
run942,0.225,68,100,0.68
run943,0.225,93,100,0.93
run944,0.225,100,100,1.0
run945,0.225,100,100,1.0
run946,0.225,97,100,0.97
run947,0.225,100,100,1.0
run948,0.225,87,100,0.87
run949,0.225,90,100,0.9
run94,0.01,2,100,0.02
run950,0.225,100,100,1.0
run951,0.225,68,100,0.68
run952,0.225,78,100,0.78
run953,0.225,95,100,0.95
run954,0.225,100,100,1.0
run955,0.225,97,100,0.97
run956,0.225,100,100,1.0
run957,0.225,72,100,0.72
run958,0.225,100,100,1.0
run959,0.225,83,100,0.83
run95,0.01,0,100,0.0
run960,0.225,62,100,0.62
run961,0.225,100,100,1.0
run962,0.225,71,100,0.71
run963,0.225,100,100,1.0
run964,0.225,57,100,0.57
run965,0.225,76,100,0.76
run966,0.225,100,100,1.0
run967,0.225,82,100,0.82
run968,0.225,87,100,0.87
run969,0.225,87,100,0.87
run96,0.01,0,100,0.0
run970,0.225,53,100,0.53
run971,0.225,94,100,0.94
run972,0.225,71,100,0.71
run973,0.225,82,100,0.82
run974,0.225,90,100,0.9
run975,0.225,90,100,0.9
run976,0.225,79,100,0.79
run977,0.225,100,100,1.0
run978,0.225,83,100,0.83
run979,0.225,81,100,0.81
run97,0.01,2,100,0.02
run980,0.225,100,100,1.0
run981,0.225,84,100,0.84
run982,0.225,100,100,1.0
run983,0.225,86,100,0.86
run984,0.225,90,100,0.9
run985,0.225,74,100,0.74
run986,0.225,95,100,0.95
run987,0.225,100,100,1.0
run988,0.225,95,100,0.95
run989,0.225,89,100,0.89
run98,0.01,11,100,0.11
run990,0.225,100,100,1.0
run991,0.225,100,100,1.0
run992,0.225,82,100,0.82
run993,0.225,90,100,0.9
run994,0.225,67,100,0.67
run995,0.225,65,100,0.65
run996,0.225,100,100,1.0
run997,0.225,90,100,0.9
run998,0.225,86,100,0.86
run999,0.225,100,100,1.0
run99,0.01,10,100,0.1
run9,0.01,9,100,0.09
run,0.01,40,100,0.4
run2100,0.525,97,100,0.97
run2101,0.525,99,100,0.99
run2102,0.525,100,100,1.0
run2103,0.525,100,100,1.0
run2104,0.525,100,100,1.0
run2105,0.525,100,100,1.0
run2106,0.525,89,100,0.89
run2107,0.525,100,100,1.0
run2108,0.525,100,100,1.0
run2109,0.525,96,100,0.96
run2110,0.525,100,100,1.0
run2111,0.525,100,100,1.0
run2112,0.525,100,100,1.0
run2113,0.525,100,100,1.0
run2114,0.525,100,100,1.0
run2115,0.525,100,100,1.0
run2116,0.525,100,100,1.0
run2117,0.525,95,100,0.95
run2118,0.525,100,100,1.0
run2119,0.525,100,100,1.0
run2120,0.525,100,100,1.0
run2121,0.525,98,100,0.98
run2122,0.525,100,100,1.0
run2123,0.525,100,100,1.0
run2124,0.525,100,100,1.0
run2125,0.525,100,100,1.0
run2126,0.525,96,100,0.96
run2127,0.525,97,100,0.97
run2128,0.525,100,100,1.0
run2129,0.525,98,100,0.98
run2130,0.525,98,100,0.98
run2131,0.525,100,100,1.0
run2132,0.525,100,100,1.0
run2133,0.525,100,100,1.0
run2134,0.525,89,100,0.89
run2135,0.525,97,100,0.97
run2136,0.525,98,100,0.98
run2137,0.525,100,100,1.0
run2138,0.525,100,100,1.0
run2139,0.525,100,100,1.0
run2140,0.525,100,100,1.0
run2141,0.525,100,100,1.0
run2142,0.525,95,100,0.95
run2143,0.525,100,100,1.0
run2144,0.525,100,100,1.0
run2145,0.525,100,100,1.0
run2146,0.525,100,100,1.0
run2147,0.525,100,100,1.0
run2148,0.525,99,100,0.99
run2149,0.525,100,100,1.0
run2150,0.525,100,100,1.0
run2151,0.525,95,100,0.95
run2152,0.525,100,100,1.0
run2153,0.525,100,100,1.0
run2154,0.525,96,100,0.96
run2155,0.525,100,100,1.0
run2156,0.525,98,100,0.98
run2157,0.525,100,100,1.0
run2158,0.525,96,100,0.96
run2159,0.525,100,100,1.0
run2160,0.525,100,100,1.0
run2161,0.525,98,100,0.98
run2162,0.525,100,100,1.0
run2163,0.525,100,100,1.0
run2164,0.525,99,100,0.99
run2165,0.525,100,100,1.0
run2166,0.525,95,100,0.95
run2167,0.525,100,100,1.0
run2168,0.525,100,100,1.0
run2169,0.525,100,100,1.0
run2170,0.525,100,100,1.0
run2171,0.525,100,100,1.0
run2172,0.525,100,100,1.0
run2173,0.525,100,100,1.0
run2174,0.525,100,100,1.0
run2175,0.525,100,100,1.0
run2176,0.525,100,100,1.0
run2177,0.525,100,100,1.0
run2178,0.525,100,100,1.0
run2179,0.525,100,100,1.0
run2180,0.525,100,100,1.0
run2181,0.525,92,100,0.92
run2182,0.525,100,100,1.0
run2183,0.525,100,100,1.0
run2184,0.525,99,100,0.99
run2185,0.525,98,100,0.98
run2186,0.525,100,100,1.0
run2187,0.525,100,100,1.0
run2188,0.525,100,100,1.0
run2189,0.525,100,100,1.0
run2190,0.525,100,100,1.0
run2191,0.525,100,100,1.0
run2192,0.525,100,100,1.0
run2193,0.525,100,100,1.0
run2194,0.525,100,100,1.0
run2195,0.525,100,100,1.0
run2196,0.525,100,100,1.0
run2197,0.525,100,100,1.0
run2198,0.525,100,100,1.0
run2199,0.525,99,100,0.99
run2200,0.55,100,100,1.0
run2201,0.55,100,100,1.0
run2202,0.55,100,100,1.0
run2203,0.55,89,100,0.89
run2204,0.55,99,100,0.99
run2205,0.55,100,100,1.0
run2206,0.55,100,100,1.0
run2207,0.55,100,100,1.0
run2208,0.55,98,100,0.98
run2209,0.55,100,100,1.0
run2210,0.55,98,100,0.98
run2211,0.55,100,100,1.0
run2212,0.55,100,100,1.0
run2213,0.55,100,100,1.0
run2214,0.55,100,100,1.0
run2215,0.55,98,100,0.98
run2216,0.55,100,100,1.0
run2217,0.55,100,100,1.0
run2218,0.55,100,100,1.0
run2219,0.55,100,100,1.0
run2220,0.55,100,100,1.0
run2221,0.55,100,100,1.0
run2222,0.55,99,100,0.99
run2223,0.55,100,100,1.0
run2224,0.55,99,100,0.99
run2225,0.55,100,100,1.0
run2226,0.55,100,100,1.0
run2227,0.55,99,100,0.99
run2228,0.55,100,100,1.0
run2229,0.55,96,100,0.96
run2230,0.55,100,100,1.0
run2231,0.55,99,100,0.99
run2232,0.55,100,100,1.0
run2233,0.55,100,100,1.0
run2234,0.55,100,100,1.0
run2235,0.55,100,100,1.0
run2236,0.55,100,100,1.0
run2237,0.55,100,100,1.0
run2238,0.55,99,100,0.99
run2239,0.55,98,100,0.98
run2240,0.55,100,100,1.0
run2241,0.55,100,100,1.0
run2242,0.55,100,100,1.0
run2243,0.55,100,100,1.0
run2244,0.55,100,100,1.0
run2245,0.55,100,100,1.0
run2246,0.55,99,100,0.99
run2247,0.55,100,100,1.0
run2248,0.55,100,100,1.0
run2249,0.55,97,100,0.97
run2250,0.55,100,100,1.0
run2251,0.55,100,100,1.0
run2252,0.55,98,100,0.98
run2253,0.55,100,100,1.0
run2254,0.55,100,100,1.0
run2255,0.55,100,100,1.0
run2256,0.55,100,100,1.0
run2257,0.55,100,100,1.0
run2258,0.55,100,100,1.0
run2259,0.55,100,100,1.0
run2260,0.55,98,100,0.98
run2261,0.55,98,100,0.98
run2262,0.55,100,100,1.0
run2263,0.55,100,100,1.0
run2264,0.55,100,100,1.0
run2265,0.55,99,100,0.99
run2266,0.55,100,100,1.0
run2267,0.55,100,100,1.0
run2268,0.55,100,100,1.0
run2269,0.55,100,100,1.0
run2270,0.55,96,100,0.96
run2271,0.55,100,100,1.0
run2272,0.55,100,100,1.0
run2273,0.55,100,100,1.0
run2274,0.55,100,100,1.0
run2275,0.55,90,100,0.9
run2276,0.55,100,100,1.0
run2277,0.55,100,100,1.0
run2278,0.55,99,100,0.99
run2279,0.55,100,100,1.0
run2280,0.55,98,100,0.98
run2281,0.55,99,100,0.99
run2282,0.55,98,100,0.98
run2283,0.55,99,100,0.99
run2284,0.55,100,100,1.0
run2285,0.55,100,100,1.0
run2286,0.55,100,100,1.0
run2287,0.55,97,100,0.97
run2288,0.55,100,100,1.0
run2289,0.55,100,100,1.0
run2290,0.55,100,100,1.0
run2291,0.55,100,100,1.0
run2292,0.55,100,100,1.0
run2293,0.55,100,100,1.0
run2294,0.55,99,100,0.99
run2295,0.55,96,100,0.96
run2296,0.55,100,100,1.0
run2297,0.55,99,100,0.99
run2298,0.55,100,100,1.0
run2299,0.55,100,100,1.0
run2300,0.575,100,100,1.0
run2301,0.575,100,100,1.0
run2302,0.575,100,100,1.0
run2303,0.575,100,100,1.0
run2304,0.575,100,100,1.0
run2305,0.575,98,100,0.98
run2306,0.575,100,100,1.0
run2307,0.575,100,100,1.0
run2308,0.575,100,100,1.0
run2309,0.575,100,100,1.0
run2310,0.575,98,100,0.98
run2311,0.575,100,100,1.0
run2312,0.575,100,100,1.0
run2313,0.575,100,100,1.0
run2314,0.575,100,100,1.0
run2315,0.575,99,100,0.99
run2316,0.575,100,100,1.0
run2317,0.575,100,100,1.0
run2318,0.575,100,100,1.0
run2319,0.575,100,100,1.0
run2320,0.575,100,100,1.0
run2321,0.575,98,100,0.98
run2322,0.575,100,100,1.0
run2323,0.575,100,100,1.0
run2324,0.575,90,100,0.9
run2325,0.575,100,100,1.0
run2326,0.575,100,100,1.0
run2327,0.575,100,100,1.0
run2328,0.575,100,100,1.0
run2329,0.575,100,100,1.0
run2330,0.575,100,100,1.0
run2331,0.575,100,100,1.0
run2332,0.575,99,100,0.99
run2333,0.575,100,100,1.0
run2334,0.575,100,100,1.0
run2335,0.575,100,100,1.0
run2336,0.575,100,100,1.0
run2337,0.575,100,100,1.0
run2338,0.575,100,100,1.0
run2339,0.575,100,100,1.0
run2340,0.575,99,100,0.99
run2341,0.575,93,100,0.93
run2342,0.575,99,100,0.99
run2343,0.575,100,100,1.0
run2344,0.575,100,100,1.0
run2345,0.575,95,100,0.95
run2346,0.575,100,100,1.0
run2347,0.575,100,100,1.0
run2348,0.575,100,100,1.0
run2349,0.575,100,100,1.0
run2350,0.575,100,100,1.0
run2351,0.575,100,100,1.0
run2352,0.575,100,100,1.0
run2353,0.575,100,100,1.0
run2354,0.575,91,100,0.91
run2355,0.575,100,100,1.0
run2356,0.575,100,100,1.0
run2357,0.575,100,100,1.0
run2358,0.575,100,100,1.0
run2359,0.575,100,100,1.0
run2360,0.575,100,100,1.0
run2361,0.575,100,100,1.0
run2362,0.575,100,100,1.0
run2363,0.575,100,100,1.0
run2364,0.575,100,100,1.0
run2365,0.575,100,100,1.0
run2366,0.575,100,100,1.0
run2367,0.575,99,100,0.99
run2368,0.575,99,100,0.99
run2369,0.575,99,100,0.99
run2370,0.575,100,100,1.0
run2371,0.575,100,100,1.0
run2372,0.575,95,100,0.95
run2373,0.575,92,100,0.92
run2374,0.575,100,100,1.0
run2375,0.575,100,100,1.0
run2376,0.575,100,100,1.0
run2377,0.575,100,100,1.0
run2378,0.575,100,100,1.0
run2379,0.575,100,100,1.0
run2380,0.575,100,100,1.0
run2381,0.575,100,100,1.0
run2382,0.575,100,100,1.0
run2383,0.575,99,100,0.99
run2384,0.575,100,100,1.0
run2385,0.575,100,100,1.0
run2386,0.575,100,100,1.0
run2387,0.575,100,100,1.0
run2388,0.575,100,100,1.0
run2389,0.575,100,100,1.0
run2390,0.575,100,100,1.0
run2391,0.575,100,100,1.0
run2392,0.575,100,100,1.0
run2393,0.575,100,100,1.0
run2394,0.575,100,100,1.0
run2395,0.575,100,100,1.0
run2396,0.575,100,100,1.0
run2397,0.575,100,100,1.0
run2398,0.575,100,100,1.0
run2399,0.575,100,100,1.0
run2400,0.6,100,100,1.0
run2401,0.6,100,100,1.0
run2402,0.6,96,100,0.96
run2403,0.6,99,100,0.99
run2404,0.6,100,100,1.0
run2405,0.6,100,100,1.0
run2406,0.6,100,100,1.0
run2407,0.6,100,100,1.0
run2408,0.6,100,100,1.0
run2409,0.6,100,100,1.0
run2410,0.6,100,100,1.0
run2411,0.6,99,100,0.99
run2412,0.6,100,100,1.0
run2413,0.6,97,100,0.97
run2414,0.6,100,100,1.0
run2415,0.6,100,100,1.0
run2416,0.6,100,100,1.0
run2417,0.6,99,100,0.99
run2418,0.6,100,100,1.0
run2419,0.6,100,100,1.0
run2420,0.6,98,100,0.98
run2421,0.6,100,100,1.0
run2422,0.6,100,100,1.0
run2423,0.6,99,100,0.99
run2424,0.6,100,100,1.0
run2425,0.6,100,100,1.0
run2426,0.6,100,100,1.0
run2427,0.6,100,100,1.0
run2428,0.6,99,100,0.99
run2429,0.6,100,100,1.0
run2430,0.6,100,100,1.0
run2431,0.6,100,100,1.0
run2432,0.6,100,100,1.0
run2433,0.6,100,100,1.0
run2434,0.6,100,100,1.0
run2435,0.6,100,100,1.0
run2436,0.6,100,100,1.0
run2437,0.6,100,100,1.0
run2438,0.6,100,100,1.0
run2439,0.6,100,100,1.0
run2440,0.6,100,100,1.0
run2441,0.6,100,100,1.0
run2442,0.6,100,100,1.0
run2443,0.6,98,100,0.98
run2444,0.6,100,100,1.0
run2445,0.6,100,100,1.0
run2446,0.6,100,100,1.0
run2447,0.6,100,100,1.0
run2448,0.6,100,100,1.0
run2449,0.6,99,100,0.99
run2450,0.6,100,100,1.0
run2451,0.6,100,100,1.0
run2452,0.6,100,100,1.0
run2453,0.6,97,100,0.97
run2454,0.6,100,100,1.0
run2455,0.6,100,100,1.0
run2456,0.6,100,100,1.0
run2457,0.6,100,100,1.0
run2458,0.6,98,100,0.98
run2459,0.6,100,100,1.0
run2460,0.6,100,100,1.0
run2461,0.6,100,100,1.0
run2462,0.6,100,100,1.0
run2463,0.6,100,100,1.0
run2464,0.6,100,100,1.0
run2465,0.6,100,100,1.0
run2466,0.6,100,100,1.0
run2467,0.6,100,100,1.0
run2468,0.6,100,100,1.0
run2469,0.6,100,100,1.0
run2470,0.6,100,100,1.0
run2471,0.6,100,100,1.0
run2472,0.6,100,100,1.0
run2473,0.6,100,100,1.0
run2474,0.6,100,100,1.0
run2475,0.6,100,100,1.0
run2476,0.6,100,100,1.0
run2477,0.6,100,100,1.0
run2478,0.6,100,100,1.0
run2479,0.6,100,100,1.0
run2480,0.6,100,100,1.0
run2481,0.6,100,100,1.0
run2482,0.6,100,100,1.0
run2483,0.6,100,100,1.0
run2484,0.6,100,100,1.0
run2485,0.6,100,100,1.0
run2486,0.6,100,100,1.0
run2487,0.6,100,100,1.0
run2488,0.6,99,100,0.99
run2489,0.6,100,100,1.0
run2490,0.6,98,100,0.98
run2491,0.6,92,100,0.92
run2492,0.6,100,100,1.0
run2493,0.6,100,100,1.0
run2494,0.6,100,100,1.0
run2495,0.6,100,100,1.0
run2496,0.6,99,100,0.99
run2497,0.6,100,100,1.0
run2498,0.6,100,100,1.0
run2499,0.6,100,100,1.0
run2500,0.625,100,100,1.0
run2501,0.625,100,100,1.0
run2502,0.625,100,100,1.0
run2503,0.625,100,100,1.0
run2504,0.625,100,100,1.0
run2505,0.625,100,100,1.0
run2506,0.625,95,100,0.95
run2507,0.625,100,100,1.0
run2508,0.625,100,100,1.0
run2509,0.625,100,100,1.0
run2510,0.625,100,100,1.0
run2511,0.625,100,100,1.0
run2512,0.625,100,100,1.0
run2513,0.625,100,100,1.0
run2514,0.625,100,100,1.0
run2515,0.625,100,100,1.0
run2516,0.625,100,100,1.0
run2517,0.625,100,100,1.0
run2518,0.625,100,100,1.0
run2519,0.625,100,100,1.0
run2520,0.625,100,100,1.0
run2521,0.625,100,100,1.0
run2522,0.625,100,100,1.0
run2523,0.625,99,100,0.99
run2524,0.625,100,100,1.0
run2525,0.625,100,100,1.0
run2526,0.625,100,100,1.0
run2527,0.625,100,100,1.0
run2528,0.625,100,100,1.0
run2529,0.625,100,100,1.0
run2530,0.625,100,100,1.0
run2531,0.625,100,100,1.0
run2532,0.625,100,100,1.0
run2533,0.625,100,100,1.0
run2534,0.625,100,100,1.0
run2535,0.625,100,100,1.0
run2536,0.625,100,100,1.0
run2537,0.625,100,100,1.0
run2538,0.625,100,100,1.0
run2539,0.625,99,100,0.99
run2540,0.625,100,100,1.0
run2541,0.625,100,100,1.0
run2542,0.625,100,100,1.0
run2543,0.625,100,100,1.0
run2544,0.625,100,100,1.0
run2545,0.625,100,100,1.0
run2546,0.625,100,100,1.0
run2547,0.625,100,100,1.0
run2548,0.625,98,100,0.98
run2549,0.625,100,100,1.0
run2550,0.625,100,100,1.0
run2551,0.625,100,100,1.0
run2552,0.625,100,100,1.0
run2553,0.625,94,100,0.94
run2554,0.625,100,100,1.0
run2555,0.625,100,100,1.0
run2556,0.625,100,100,1.0
run2557,0.625,100,100,1.0
run2558,0.625,100,100,1.0
run2559,0.625,92,100,0.92
run2560,0.625,100,100,1.0
run2561,0.625,100,100,1.0
run2562,0.625,96,100,0.96
run2563,0.625,100,100,1.0
run2564,0.625,100,100,1.0
run2565,0.625,100,100,1.0
run2566,0.625,100,100,1.0
run2567,0.625,100,100,1.0
run2568,0.625,100,100,1.0
run2569,0.625,100,100,1.0
run2570,0.625,100,100,1.0
run2571,0.625,100,100,1.0
run2572,0.625,100,100,1.0
run2573,0.625,100,100,1.0
run2574,0.625,100,100,1.0
run2575,0.625,100,100,1.0
run2576,0.625,100,100,1.0
run2577,0.625,100,100,1.0
run2578,0.625,100,100,1.0
run2579,0.625,100,100,1.0
run2580,0.625,100,100,1.0
run2581,0.625,100,100,1.0
run2582,0.625,100,100,1.0
run2583,0.625,100,100,1.0
run2584,0.625,100,100,1.0
run2585,0.625,100,100,1.0
run2586,0.625,100,100,1.0
run2587,0.625,98,100,0.98
run2588,0.625,100,100,1.0
run2589,0.625,100,100,1.0
run2590,0.625,100,100,1.0
run2591,0.625,100,100,1.0
run2592,0.625,100,100,1.0
run2593,0.625,100,100,1.0
run2594,0.625,100,100,1.0
run2595,0.625,100,100,1.0
run2596,0.625,100,100,1.0
run2597,0.625,100,100,1.0
run2598,0.625,100,100,1.0
run2599,0.625,100,100,1.0
run2600,0.65,100,100,1.0
run2601,0.65,100,100,1.0
run2602,0.65,100,100,1.0
run2603,0.65,100,100,1.0
run2604,0.65,100,100,1.0
run2605,0.65,100,100,1.0
run2606,0.65,100,100,1.0
run2607,0.65,100,100,1.0
run2608,0.65,100,100,1.0
run2609,0.65,100,100,1.0
run2610,0.65,100,100,1.0
run2611,0.65,100,100,1.0
run2612,0.65,100,100,1.0
run2613,0.65,100,100,1.0
run2614,0.65,100,100,1.0
run2615,0.65,100,100,1.0
run2616,0.65,99,100,0.99
run2617,0.65,100,100,1.0
run2618,0.65,100,100,1.0
run2619,0.65,100,100,1.0
run2620,0.65,100,100,1.0
run2621,0.65,99,100,0.99
run2622,0.65,100,100,1.0
run2623,0.65,100,100,1.0
run2624,0.65,100,100,1.0
run2625,0.65,100,100,1.0
run2626,0.65,100,100,1.0
run2627,0.65,98,100,0.98
run2628,0.65,100,100,1.0
run2629,0.65,100,100,1.0
run2630,0.65,98,100,0.98
run2631,0.65,100,100,1.0
run2632,0.65,100,100,1.0
run2633,0.65,100,100,1.0
run2634,0.65,100,100,1.0
run2635,0.65,100,100,1.0
run2636,0.65,100,100,1.0
run2637,0.65,100,100,1.0
run2638,0.65,100,100,1.0
run2639,0.65,100,100,1.0
run2640,0.65,100,100,1.0
run2641,0.65,100,100,1.0
run2642,0.65,100,100,1.0
run2643,0.65,100,100,1.0
run2644,0.65,100,100,1.0
run2645,0.65,100,100,1.0
run2646,0.65,100,100,1.0
run2647,0.65,100,100,1.0
run2648,0.65,100,100,1.0
run2649,0.65,98,100,0.98
run2650,0.65,100,100,1.0
run2651,0.65,99,100,0.99
run2652,0.65,100,100,1.0
run2653,0.65,100,100,1.0
run2654,0.65,100,100,1.0
run2655,0.65,100,100,1.0
run2656,0.65,100,100,1.0
run2657,0.65,100,100,1.0
run2658,0.65,100,100,1.0
run2659,0.65,100,100,1.0
run2660,0.65,96,100,0.96
run2661,0.65,100,100,1.0
run2662,0.65,100,100,1.0
run2663,0.65,100,100,1.0
run2664,0.65,100,100,1.0
run2665,0.65,100,100,1.0
run2666,0.65,98,100,0.98
run2667,0.65,100,100,1.0
run2668,0.65,100,100,1.0
run2669,0.65,100,100,1.0
run2670,0.65,100,100,1.0
run2671,0.65,100,100,1.0
